frame,timestamp,track_id,class_id,class_name,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,velocity_x,velocity_y,speed,acceleration_y
182,6.067,21,0,person,0.393,684.3,154.0,764.0,300.6,724.2,227.3,-1.76,4.93,5.23,-0.2
183,6.1,21,0,person,0.395,681.4,156.0,762.2,303.6,721.8,229.8,-2.39,2.53,3.48,-2.4
183,6.1,51,0,person,0.787,933.7,393.0,1181.4,617.2,1057.6,505.1,0.0,0.0,0.0,0.0
184,6.133,21,0,person,0.34,679.5,156.5,761.3,304.3,720.4,230.4,-1.35,0.61,1.48,-1.92
184,6.133,51,0,person,0.895,894.7,376.9,1162.2,619.3,1028.4,498.1,-29.12,-6.93,29.93,-6.93
185,6.167,51,0,person,0.841,850.5,352.6,1146.0,622.2,998.2,487.4,-30.19,-10.73,32.04,-3.79
186,6.2,51,0,person,0.831,816.9,329.9,1134.0,623.2,975.4,476.5,-22.81,-10.86,25.26,-0.13
187,6.233,51,0,person,0.885,781.2,317.0,1109.7,625.8,945.5,471.4,-29.98,-5.14,30.42,5.72
187,6.233,21,0,person,0.512,667.1,158.8,747.7,305.4,707.4,232.1,-4.34,0.55,4.38,-0.02
188,6.267,51,0,person,0.845,754.8,305.3,1086.4,624.2,920.6,464.7,-24.84,-6.69,25.72,-1.55
189,6.3,51,0,person,0.805,722.6,286.0,1061.1,620.0,891.8,453.0,-28.78,-11.72,31.08,-5.03
190,6.333,51,0,person,0.768,704.9,264.0,1023.0,585.0,864.0,424.5,-27.86,-28.52,39.87,-16.79
191,6.367,51,0,person,0.91,671.1,246.1,988.2,573.4,829.6,409.8,-34.34,-14.71,37.36,13.8
191,6.367,21,0,person,0.494,652.5,150.2,733.2,297.6,692.8,223.9,-3.64,-2.04,4.17,-0.65
192,6.4,51,0,person,0.885,642.9,237.9,955.6,568.6,799.3,403.2,-30.36,-6.52,31.05,8.19
193,6.433,51,0,person,0.893,622.1,229.0,929.4,564.3,775.8,396.6,-23.51,-6.62,24.42,-0.1
194,6.467,51,0,person,0.815,623.2,217.2,894.0,522.0,758.6,369.6,-17.18,-27.02,32.02,-20.4
195,6.5,51,0,person,0.847,611.0,203.0,871.5,505.3,741.3,354.1,-17.34,-15.47,23.23,11.55
196,6.533,51,0,person,0.877,598.2,194.5,852.2,498.0,725.2,346.3,-16.02,-7.88,17.85,7.59
197,6.567,51,0,person,0.906,586.5,186.3,834.1,493.2,710.3,339.8,-14.95,-6.51,16.31,1.37
198,6.6,51,0,person,0.864,579.9,177.5,816.7,481.6,698.3,329.5,-11.99,-10.24,15.77,-3.73
199,6.633,51,0,person,0.494,582.4,170.8,789.1,441.9,685.8,306.3,-12.53,-23.17,26.34,-12.92
200,6.667,51,0,person,0.854,574.0,165.6,775.6,436.7,674.8,301.2,-10.97,-5.19,12.13,17.98
201,6.7,51,0,person,0.902,560.7,162.0,760.3,437.3,660.5,299.7,-14.31,-1.47,14.39,3.72
202,6.733,51,0,person,0.88,553.6,160.7,750.2,439.3,651.9,300.0,-8.58,0.31,8.58,1.78
203,6.767,51,0,person,0.798,550.0,155.1,738.0,428.9,644.0,292.0,-7.92,-8.0,11.26,-8.31
204,6.8,51,0,person,0.799,551.5,149.5,726.9,408.8,639.2,279.2,-4.8,-12.83,13.7,-4.83
205,6.833,51,0,person,0.857,547.1,145.5,718.9,400.2,633.0,272.8,-6.18,-6.33,8.84,6.5
206,6.867,51,0,person,0.848,545.9,141.3,717.9,397.7,631.9,269.5,-1.13,-3.38,3.56,2.95
207,6.9,51,0,person,0.849,547.9,139.2,717.4,393.8,632.6,266.5,0.76,-2.98,3.07,0.4
208,6.933,51,0,person,0.851,552.5,137.6,716.4,386.6,634.4,262.1,1.8,-4.38,4.74,-1.4
209,6.967,51,0,person,0.839,565.0,134.1,715.6,363.3,640.3,248.7,5.91,-13.4,14.65,-9.02
210,7.0,51,0,person,0.817,576.2,135.7,718.4,352.9,647.3,244.3,6.96,-4.4,8.23,9.0
211,7.033,51,0,person,0.81,580.2,136.5,719.6,350.1,649.9,243.3,2.59,-1.0,2.77,3.39
212,7.067,51,0,person,0.794,581.0,138.5,717.6,348.6,649.3,243.5,-0.61,0.24,0.66,1.25
212,7.067,58,0,person,0.599,696.2,141.8,772.6,289.6,734.4,215.7,0.0,0.0,0.0,0.0
213,7.1,51,0,person,0.753,585.3,139.6,714.7,338.4,650.0,239.0,0.74,-4.56,4.62,-4.8
214,7.133,51,0,person,0.779,591.4,139.5,712.9,324.1,652.2,231.8,2.13,-7.17,7.48,-2.61
214,7.133,58,0,person,0.466,701.1,143.1,774.5,285.3,737.8,214.2,1.72,-0.73,1.87,-0.37
215,7.167,51,0,person,0.799,596.2,137.8,715.6,317.5,655.9,227.6,3.75,-4.17,5.61,3.0
215,7.167,58,0,person,0.612,702.2,142.2,776.2,285.9,739.2,214.1,1.39,-0.13,1.39,0.6
216,7.2,51,0,person,0.806,601.6,135.6,720.6,314.7,661.1,225.1,5.22,-2.51,5.79,1.66
216,7.2,58,0,person,0.741,704.5,141.6,777.7,284.9,741.1,213.2,1.9,-0.85,2.08,-0.72
217,7.233,51,0,person,0.821,604.9,119.0,731.6,312.1,668.2,215.6,7.11,-9.57,11.92,-7.06
218,7.267,51,0,person,0.761,609.5,116.7,736.9,312.8,673.2,214.7,5.0,-0.82,5.06,8.75
218,7.267,58,0,person,0.541,702.5,143.8,775.4,287.9,739.0,215.8,-1.06,1.29,1.67,1.07
219,7.3,51,0,person,0.79,614.4,119.3,740.7,313.8,677.6,216.5,4.34,1.77,4.68,2.58
220,7.333,51,0,person,0.781,614.8,110.8,745.6,314.8,680.2,212.8,2.65,-3.71,4.56,-5.48
